x,y,z
-2.1777448196631046,-0.06162357747968983,-4.937026462768224
-2.1869795455644043,-0.06202528914971931,-4.945454075831184
-2.1962299261928546,-0.06242865463473981,-4.953864405721899
-2.2054959289174145,-0.06283367643516322,-4.962257423225228
-2.2147775210527803,-0.06324035704462597,-4.970633099186805
-2.2240746698594984,-0.06364869894998335,-4.9789914045131525
-2.233387342544075,-0.06405870463128936,-4.9873323101717775
-2.242715506259086,-0.06447037656180844,-4.995655787191266
-2.252059128103298,-0.06488371720799056,-5.003961806661387
-2.261418175121778,-0.06529872902948017,-5.01225033973319
-2.2707926143060018,-0.06571541447910316,-5.020521357619103
-2.2801824125939785,-0.06613377600285145,-5.028774831593032
-2.2895875368703473,-0.0665538160398989,-5.037010732990461
-2.2990079539665143,-0.06697553702257668,-5.0452290332085425
-2.3084436306607476,-0.06739894137637684,-5.053429703706205
-2.317894533678301,-0.06782403151993938,-5.061612716004246
-2.327360629691525,-0.06825080986505243,-5.0697780416854235
-2.3368418853199824,-0.06867927881663338,-5.07792565239457
-2.3463382671305637,-0.06910944077274798,-5.086055519838668
-2.355849741637606,-0.06954129812457988,-5.094167615786965
